babyname,sex,origin
Jainee,girl,Hebrew
Pallmyra,girl,Latin
Ceria,girl,Spanish
Shannelle,girl,French
Iantha,girl,Greek
Rolline,girl,Unknown
Jennay,girl,American
Cordulla,girl,Latin
Ahmad,boy,Arabic
Kanarit,girl,Hebrew
Cherysh,girl,French
Eleazar,boy,Hebrew
Persius,boy,Unknown
Andresa,girl,Greek
Odella,girl,Hebrew
Elenore,girl,Greek
Sigfrid,boy,German
Daicee,girl,Irish
Umniya,girl,Arabic
Web,boy,British
Tiffenie,girl,Greek
Anthoula,girl,Greek
Innocenta,girl,Spanish
Zacharias,boy,Hebrew
Bhavika,girl,Indian
Reginaldo,boy,Latin
Yerina,girl,Russian
Shelbea,girl,Norse
Chano,boy,Spanish
Kellby,boy,Norse
Raferty,boy,Irish
Kourtny,girl,Unknown
Ernestine,girl,German
Hezekiah,boy,Hebrew
Taslin,girl,Unknown
Bevvon,boy,Welsh
Ethylind,girl,German
Kym,girl,British
Daily,boy,Irish
Tennant,boy,British
Robynn,girl,British
Anyoli,boy,Greek
Arel,boy,Hebrew
Crosleigh,boy,British
Emeli,girl,Latin
Raiza,girl,Yiddish
Katrenna,girl,Unknown
Cyma,girl,Greek
Hadrianna,girl,Latin
Sherle,girl,Unknown
Demetrius,boy,Greek
Severne,boy,British
Alfreda,girl,German
Svatopulk,boy,Unknown
Jannine,girl,Hebrew
Mag,girl,Greek
Aegeria,girl,Latin
Keppeler,boy,German
Duayne,boy,Irish
Conyngham,boy,Irish
Eliszabeth,girl,Hebrew
Worden,boy,British
Drakon,boy,British
Ermenegildo,boy,Unknown
Servaas,boy,Latin
Neall,boy,Irish
Kamakani,boy,Unknown
Guillelmina,girl,German
Kenney,boy,British
Sabira,girl,Unknown
Vesna,girl,Unknown
Lollie,girl,Latin
Bellamie,boy,French
Elvyn,boy,British
Kenia,girl,Welsh
Pista,boy,Unknown
Cassidee,girl,Irish
Karie,girl,Unknown
Drugi,boy,Greek
Mikella,girl,Hebrew
Yajaira,girl,Unknown
Lettechia,girl,Unknown
Krisina,girl,Latin
Meris,girl,Latin
Yori,boy,Unknown
Sergey,boy,Latin
Isao,boy,Unknown
Nemesio,boy,Spanish
Elden,boy,British
Azurine,girl,Spanish
Eliot,boy,Hebrew
Jeroll,boy,British
Erpidia,girl,Unknown
Maureo,boy,Latin
Adine,girl,Hebrew
Maximina,girl,Latin
Arlissa,girl,Hebrew
Alldred,boy,British
Jacenia,girl,Spanish
Meike,girl,Unknown
Fabrienne,girl,Italian
Tiffini,girl,Unknown
Joelynn,girl,French
Mercia,girl,British
Assa,girl,Norse
Melchior,boy,Polish
Riann,girl,Irish
Glendale,boy,Irish
Linetta,girl,Welsh
Saiyid,boy,Arabic
Wolff,boy,German
Jadine,girl,British
Diederike,girl,German
Serita,girl,Hebrew
Rozann,girl,Unknown
Elssa,girl,Hebrew
Everado,boy,British
Norine,girl,Latin
Linford,boy,British
Agote,girl,Greek
Dimitee,girl,Unknown
Charamy,girl,British
Elice,girl,Hebrew
Do,boy,Unknown
Porcsha,girl,Unknown
Ambre,girl,French
Basset,boy,British
Vergilio,boy,Latin
Yvo,boy,French
Wadell,boy,Scandinavian
Pierrette,girl,Greek
Barthold,boy,Aramaic
Lauryn,girl,Latin
Tihomir,boy,Unknown
Starlena,girl,British
Irmen,girl,Unknown
Lamya,girl,Unknown
Tarquinius,boy,Latin
Mandan,boy,Native American
Avellino,boy,Italian
Turkessa,girl,Modern
Bazille,girl,Greek
Lemuela,girl,Hebrew
Aeronwen,girl,Welsh
Bradey,boy,Irish
Keela,girl,Irish
Tifni,girl,Unknown
Jumanah,girl,Arabic
Aivanna,girl,Swahili
Robbilyn,girl,Unknown
Chanoch,boy,Hebrew
Talie,girl,Greek
Hellia,girl,Greek
Tianne,girl,Russian
Oswell,boy,German
Catreece,girl,Greek
Raghid,boy,Unknown
Natka,girl,Russian
Olette,girl,Latin
Wallburga,girl,German
Roselee,girl,Unknown
Kristena,girl,Scandinavian
Candia,girl,Unknown
Emalee,girl,Latin
Panfyla,girl,Greek
Olen,boy,British
Sharmyan,girl,Greek
Nicostratos,boy,Greek
Dzana,girl,Greek
Wilheim,boy,Unknown
Ralston,boy,British
MacArdell,boy,Scottish
Brygitte,girl,Gaelic
Merline,girl,French
Fariha,girl,Unknown
Violaine,girl,Latin
Kandus,girl,Latin
Rhys,boy,Welsh
Alexsandra,girl,Greek
Ginna,girl,British
Ocia,boy,Unknown
Flavyere,girl,Latin
Shyra,girl,Aramaic
Charyl,girl,Greek
Ayvaz,boy,Arabic
Ramzey,boy,British
Sarilia,girl,Latin
Ellard,boy,German
Stepan,boy,Unknown
Quinntin,boy,British
Gerolld,boy,German
Meadhbh,girl,Unknown
Gared,boy,British
Niurka,girl,Unknown
Aldith,girl,British
Oliveria,girl,Unknown
Winefriede,girl,Unknown
Mercie,girl,British
Hamel,boy,British
Gaspare,boy,Unknown
Ramoena,girl,Spanish
Cally,girl,Latin
Nellseigh,girl,Unknown
Millton,boy,British
Nithi,boy,Unknown
Justeene,girl,Latin
Zalika,girl,Swahili
Kailye,girl,Unknown
Sidharth,boy,Unknown
Robertas,boy,Unknown
Chrisstine,girl,Latin
Dilwen,girl,Welsh
Joly,girl,French
Pocahontas,girl,Native American
Hartencia,girl,Latin
Ansell,boy,French
Katrinia,girl,Unknown
Marko,boy,Latin
Merrily,girl,British
Nameer,boy,Unknown
Shavona,girl,Hebrew
Rik,boy,German
Diedricka,girl,German
Kathrynn,girl,Greek
Briony,girl,Greek
Snowden,boy,British
Dumiya,girl,Hebrew
Jordonna,girl,Unknown
Marylouise,girl,Unknown
Phyllis,girl,Greek
Marilou,girl,Welsh
Hava,girl,Hebrew
Kanya,girl,Unknown
Courey,boy,Unknown
Ubelia,girl,Greek
Wilde,boy,German
Conleth,boy,Unknown
Aonani,girl,Hawaiian
Denese,girl,French
Latausha,girl,Unknown
Vianne,girl,Unknown
Varenka,girl,Unknown
Teun,boy,Slavic
Alke,girl,German
Arkadil,boy,Greek
Nikolene,girl,Unknown
Andreanna,girl,Greek
Nadir,boy,Arabic
Ezzie,girl,Unknown
Anwyn,girl,Welsh
Belldene,boy,French
Sha-,girl,American
Virginio,boy,Latin
Kaden,boy,Arabic
Atahualpa,boy,Spanish
Kenyada,girl,Unknown
Altermann,boy,German
Rosalind,girl,German
Dejan,boy,Unknown
Karisha,girl,American
Wiebke,girl,German
Cleandro,boy,Greek
Briand,girl,Spanish
Mirell,girl,French
Udel,boy,British
Herrior,boy,German
Jassmaine,girl,Unknown
Ormondo,boy,French
Guinevear,girl,Unknown
Kaja,girl,Unknown
Sigrid,girl,Norse
Demia,girl,French
Dannell,girl,British
Shimonah,girl,Hebrew
Adelmo,boy,German
Cordula,girl,Latin
Orrnett,girl,German
Jahnell,girl,Unknown
Cadmo,boy,Greek
Beaumont,boy,French
Pipo,boy,Hebrew
Tacita,girl,Unknown
Ambrogio,boy,Greek
Isolde,girl,Welsh
Faline,girl,Latin
Ombretta,girl,Unknown
Morrice,boy,Latin
Arnott,boy,French
Daisey,girl,Irish
Tamilyn,girl,British
Hassan,boy,Arabic
Otakar,boy,Unknown
Briggham,boy,British
Shanae,girl,American
Claudio,boy,Latin
Zohra,girl,Arabic
Tibby,girl,Latin
Deryn,girl,Welsh
Janay,girl,American
Carlowe,boy,Irish
Shirl,girl,British
Crosby,boy,Scandinavian
Velva,girl,Unknown
Piera,girl,Greek
Shilla,girl,Irish
Oriella,girl,Latin
Swynborne,boy,British
Jalila,girl,Unknown
Karinya,girl,Australian
Meged,boy,Hebrew
Knoa,boy,Hebrew
Ilse,girl,German
Jordanne,girl,Hebrew
Donaldette,girl,Scottish
Wylma,girl,German
Hypacia,girl,Greek
Ashish,boy,Indian
Tzila,girl,Hebrew
Staria,girl,Unknown
Linh,boy,Unknown
Kordelja,girl,Unknown
Colver,boy,British
Wenczeslaw,boy,Slavic
Grantland,boy,British
Dezmond,boy,Irish
Columbia,girl,Latin
Wynonna,girl,Native American
Kelline,girl,Unknown
Lanier,boy,French
Tryna,girl,Unknown
Dulcibelle,girl,Latin
Earland,boy,British
Cybel,girl,Greek
Aljernon,boy,French
Leandra,girl,Greek
Domitilla,girl,Latin
Galianna,girl,German
Briggette,girl,Gaelic
Maddock,boy,Welsh
Cellie,girl,Welsh
Chantou,girl,Unknown
Benita,girl,Spanish
Tamarack,boy,Unknown
Angeline,girl,Greek
Anonna,girl,Latin
Netty,girl,Latin
Siharn,girl,Unknown
Arnthor,boy,German
Cosima,girl,Greek
Kate,girl,German
Amplias,girl,Greek
Kwesi,boy,Ghanaian
Orareeana,girl,Latin
Eleese,girl,Latin
Suhad,girl,Unknown
Orsa,girl,Latin
Rutley,boy,British
Scot,boy,British
Comillo,boy,Latin
Brenley,girl,American
Nieko,boy,Unknown
Ewelina,girl,Unknown
Dahey,boy,Irish
Harmonn,boy,French
Jamya,girl,Unknown
Jader,boy,Hebrew
Chauntell,girl,French
Kantisia,girl,Latin
Otis,boy,German
Mayfield,boy,British
Osmonde,boy,Scandinavian
Boase,boy,Hebrew
Suhayl,boy,Unknown
Arianne,girl,Welsh
Kipp,boy,British
Lola,girl,Spanish
Talmai,boy,Hebrew
Rajnish,boy,Unknown
Laidy,girl,British
Erel,boy,Hebrew
Tamie,girl,British
Savyile,boy,French
Rodderick,boy,German
Tymmothy,boy,Greek
Maggali,girl,Greek
Kristyna,girl,Scandinavian
Eltermann,boy,German
Jayronn,boy,Latin
Slawin,boy,Irish
Katisha,girl,American
Bonami,boy,French
Athanasia,girl,Greek
Hettie,girl,Greek
Fabert,boy,Latin
Cleofas,boy,Greek
Carolos,boy,Greek
Azalee,girl,British
Karolin,girl,German
Egon,boy,German
Kannan,boy,Japanese
Usman,boy,Unknown
Medad,boy,Hebrew
Caidin,boy,Arabic
Nastya,girl,Greek
Vesta,girl,Latin
Teara,girl,Latin
Kateline,girl,British
Crosly,boy,British
Janka,girl,Hebrew
Vichenza,girl,Unknown
Andrick,boy,Slavic
Nonna,girl,Latin
Scorpio,boy,Latin
Ursus,boy,Italian
Baird,boy,Scottish
Duschinka,girl,Russian
Doryse,girl,Greek
Gavrilo,boy,Hebrew
Calogera,girl,Italian
Latia,girl,Latin
Philette,girl,Greek
Eusevio,boy,Greek
Archambault,boy,German
Jeremiah,boy,Hebrew
Samaria,girl,Hebrew
Jacquette,girl,French
Burk,boy,French
Humphery,boy,German
Mahi'ai,boy,Unknown
Ericksen,boy,Scandinavian
Takoda,boy,Native American
Trudey,girl,Unknown
Hanseen,girl,Hebrew
Tianna,girl,Russian
Manel,boy,Unknown
Luane,girl,Hawaiian
Cable,boy,French
Lyndenhurst,boy,British
Cathy,girl,Greek
Colton,boy,British
Padma,girl,Persian
Darline,girl,British
Blandino,boy,Latin
Maritje,girl,Unknown
Baldric,boy,German
Sandi,girl,Greek
Junius,boy,Latin
Grimslea,boy,British
Claudie,girl,Latin
Kevion,boy,Irish
Youlanda,girl,Unknown
Beornheard,boy,German
Yanko,boy,Unknown
Ianthe,girl,Greek
Aleeza,girl,Hebrew
Shafiq,boy,Arabic
Lieana,girl,Unknown
Gorham,boy,British
Harwell,boy,British
Reah,girl,Unknown
Toinon,girl,British
Cinneidigh,boy,Unknown
Cellandine,girl,Greek
Wardleigh,boy,British
Iole,girl,Greek
Javon,boy,American
Reanan,girl,Unknown
Hollye,girl,British
Orielda,girl,French
Carmila,girl,Hebrew
Cherut,boy,Hebrew
Berrit,girl,Scandinavian
Tera,girl,Latin
Sharn,girl,Unknown
Miladena,girl,Slavic
Zaharira,girl,Hebrew
Luseele,girl,French
Darrold,boy,American
Udelia,girl,Hebrew
Loelia,girl,Arabic
Renatha,girl,Unknown
Sheresa,girl,French
Gloryan,girl,Latin
Fiby,girl,Spanish
Rosee,girl,Unknown
Leynee,girl,Unknown
Charela,girl,Hebrew
Marilynn,girl,British
Euclid,boy,Greek
Willem,boy,German
Khalid,boy,Arabic
Brittainy,girl,Latin
Laaquarius,girl,Unknown
Tabbee,girl,Aramaic
Deylin,boy,American
Savitri,girl,Unknown
Cus,boy,Unknown
Arnwalt,boy,Unknown
Hymen,boy,Hebrew
Mac,boy,Gaelic
Brittana,girl,Latin
Lepa,girl,Unknown
Timlin,girl,Unknown
Leea,girl,Unknown
Anse,boy,German
Bianca,girl,Italian
Charmin,girl,Greek
Katey,girl,Greek
Genisia,girl,Hebrew
Arsinio,boy,Spanish
Marsiella,girl,Latin
Kettil,boy,Swedish
Shivaji,boy,Unknown
Janiece,girl,Unknown
Chaviva,girl,Hebrew
Nastassija,girl,Greek
Ethen,boy,Hebrew
Amiee,girl,Latin
Ellsee,girl,Hebrew
Katy,girl,Greek
Madisen,girl,British
Chalonn,girl,American
Christi,girl,Latin
Bodie,boy,Scandinavian
Mahalla,girl,Hebrew
Kaleena,girl,Slavic
Haile,boy,Unknown
Desiderius,boy,Latin
Davison,boy,British
Baxlee,boy,British
Jedrick,boy,Polish
Demetrios,boy,Greek
Haniah,girl,Hebrew
Saarik,boy,Indian
Wannda,girl,Slavic
Marylou,girl,Latin
Ethelinde,girl,German
Pennie,girl,Greek
Marloe,boy,British
Marcene,girl,Latin
Jeladi,boy,Indian
Janet,girl,Scottish
Dervin,boy,British
Mariquita,girl,Latin
Johnn,boy,Hebrew
Winola,girl,German
Ottoline,girl,German
Sharifa,girl,Arabic
Pari,boy,Unknown
Skip,boy,British
Westcot,boy,British
Sail,boy,British
Delmon,boy,British
Kelsi,girl,British
Yasmena,girl,Persian
Kassiani,girl,Unknown
Waverly,girl,British
Shanna,girl,Hebrew
Lotus,girl,Greek
Lugus,boy,Welsh
Ikaros,boy,Greek
Yakar,boy,Hebrew
Darcee,girl,Irish
Hasina,girl,Swahili
Bertell,boy,German
Chappy,boy,British
Adoniah,boy,Hebrew
Fabianne,girl,Latin
Rainier,boy,Norse
Neneh,girl,Spanish
Razilee,girl,Unknown
Unwinn,boy,British
Vikkey,girl,Latin
Amalfi,girl,Italian
Harmonia,girl,Latin
Deondre,boy,American
Khrysten,girl,Unknown
Abrahana,girl,Hebrew
Padraig,boy,Latin
Ceceilia,girl,Welsh
Capps,boy,French
Loranne,girl,Unknown
Fernly,girl,British
Thermia,girl,Unknown
Sahbina,girl,Latin
Abira,girl,Hebrew
Laurraine,girl,French
Aurelio,boy,Latin
Asucena,girl,Arabic
Fronia,girl,Latin
Otthilda,girl,German
Rhodia,girl,Latin
Richerd,boy,German
Schubert,boy,German
Amarissa,girl,Hebrew
Armyne,girl,German
Juelline,girl,French
Lukacz,boy,Unknown
Keyshawn,boy,Modern
Valentia,girl,Latin
Odeline,girl,Greek
Nilsson,boy,Unknown
Orlene,girl,French
Aiyana,girl,Native American
River,boy,British
Sharonda,girl,Hebrew
Cassie,girl,British
Polly,girl,Latin
Dosia,girl,Greek
Jo-Ann,girl,Unknown
Jensine,girl,Hebrew
Synthia,girl,Greek
Zabrina,girl,Celtic
Bethanee,girl,Hebrew
Ofeer,boy,Hebrew
Johnna,girl,Hebrew
Klark,boy,Unknown
Amoli,girl,Indian
Landin,boy,British
Raff,boy,British
Shalise,girl,Hebrew
Anda,girl,Sanskrit
Fern,girl,British
Vardice,girl,Hebrew
Lando,boy,British
Menaheim,boy,Hebrew
Wail,boy,Unknown
Alyx,girl,Greek
Clarabelle,girl,Latin
Gamali,boy,Arabic
Garrisson,boy,British
Penly,boy,British
Najla,girl,Unknown
Hepzi,girl,Hebrew
Violanta,girl,Latin
Amartya,boy,Indian
Nieves,girl,Latin
Bosede,girl,African
Ameena,girl,Arabic
Jezreel,girl,Hebrew
Shalene,girl,Indian
Pippo,boy,Spanish
Johanah,girl,Unknown
Adrina,girl,Latin
Shana,girl,Hebrew
Yesmin,girl,Unknown
Akiko,girl,Japanese
Sheelah,girl,Irish
Linnford,boy,British
Lorrence,boy,Latin
Johnita,girl,Unknown
Altman,boy,German
Jazlyn,girl,American
Janais,girl,American
Reita,girl,Unknown
Janalynn,girl,Hebrew
Sib,girl,Greek
Roberta,girl,German
DaJuwan,boy,American
Brinhilda,girl,German
Deron,girl,Welsh
Isabella,girl,Hebrew
Ardal,boy,Irish
Jerimiah,boy,Unknown
Halfdan,boy,Scandinavian
Thomasena,girl,Unknown
Dynah,girl,Hebrew
Ilija,boy,Unknown
Halea,girl,British
Zaim,boy,Unknown
Winsor,boy,British
Botwe,boy,African
Jimahl,boy,Arabic
Harmonie,girl,Latin
Rrenae,girl,French
Leeanna,girl,Unknown
Railey,girl,British
Freya,girl,Scandinavian
Anneliese,girl,Latin
Airlia,girl,Greek
Burgh,boy,German
Xanthos,boy,Greek
Haden,boy,British
Boden,boy,Scandinavian
Ameliya,girl,Latin
Arabelle,girl,Latin
Urith,girl,Hebrew
Elvina,girl,British
Dellise,girl,Latin
Hendrik,boy,German
Mehli,girl,Unknown
Jerroldeen,girl,German
Calissa,girl,Latin
Yohannan,boy,Hebrew
Salimah,girl,Arabic
Jasmin,girl,Persian
Jamei,girl,Hebrew
Hanson,boy,Scandinavian
Waldena,girl,German
Morgann,girl,Welsh
Alessandri,boy,Greek
Cornelija,girl,Latin
Jennalee,girl,Arabic
Mickayla,girl,Unknown
Porshia,girl,Unknown
Hipolito,boy,Unknown
Rychelle,girl,Unknown
Adamik,boy,Hebrew
Raghu,boy,Unknown
Haydrian,boy,Latin
Hasting,boy,British
Fayth,girl,British
Kristy,girl,Latin
Eleen,girl,Unknown
Prunelle,girl,Latin
Eiddwen,girl,Welsh
Lynndie,girl,Spanish
Nepheli,girl,Unknown
Douherty,boy,Irish
Linka,girl,Unknown
Irida,girl,Greek
Balderik,boy,German
Greely,boy,British
Saralee,girl,Hebrew
Danyell,girl,Hebrew
Charlesina,girl,German
Branell,girl,British
Albinson,boy,British
Willene,girl,German
Delorse,girl,Spanish
Mansel,boy,British
Lavinie,girl,Latin
Gorten,boy,British
Marianela,girl,Unknown
Coahoma,girl,Native American
Yolanda,girl,Spanish
Nick,boy,Japanese
Joclyn,girl,German
Melibella,girl,Greek
Tremayne,boy,Celtic
Laicee,girl,French
Avriel,girl,Latin
Sana,girl,Indian
Maharaj,boy,Unknown
Zelia,girl,Latin
Rondale,boy,Norse
Trifena,girl,Greek
Eydie,girl,British
Bernedette,girl,French
Ahijah,boy,Hebrew
Matryna,girl,Russian
Clarrissa,girl,Latin
Keali,girl,Unknown
Laci,girl,French
Syon,boy,Sanskrit
Malu,girl,Unknown
Jezibelle,girl,Hebrew
Karisse,girl,Greek
Maree,girl,Latin
Brandye,girl,British
Meegan,girl,Gaelic
Wonnda,girl,Slavic
Florine,girl,Latin
Niran,girl,Hebrew
Carolyne,girl,German
Hewe,boy,German
Muirgheal,girl,Unknown
Elsie,girl,Scottish
Martinien,boy,Latin
Templeton,boy,British
Mervynn,boy,Welsh
Janeen,girl,Hebrew
Odila,girl,German
Canon,boy,French
Annesleigh,girl,British
Maltilde,girl,German
Aloisius,boy,German
Katya,girl,Greek
Ronin,boy,Unknown
Adanna,girl,Nigerian
Burgard,boy,British
Oma,girl,Arabic
Mwana,boy,Unknown
Floriane,girl,Latin
Kamesha,girl,American
Bruce,boy,French
Anngiola,girl,Greek
Lorrina,girl,Unknown
Pippy,girl,Greek
Annissa,girl,Latin
Raffertey,boy,Irish
Ima,girl,German
Reginvald,boy,Latin
Cheryllyn,girl,French
Gia,girl,Italian
Effemy,girl,Greek
Watkin,boy,Unknown
Eloisa,girl,German
Jarita,girl,Unknown
Imrie,boy,Hungarian
Olumide,boy,Unknown
Boyce,boy,French
Anuhea,girl,Hawaiian
Clancy,boy,Irish
Drucella,girl,Latin
Mellisande,girl,German
Mieczyslaw,boy,Unknown
Reyes,boy,Spanish
Jamese,girl,Hebrew
Anngus,boy,Celtic
Louie,boy,German
Jehoiakim,boy,Hebrew
Kathryn,girl,Greek
Natasja,girl,Latin
Berle,boy,German
Madelayne,girl,Hebrew
Hughlene,girl,Unknown
Sierra,girl,Spanish
Marjy,girl,French
Librada,girl,Unknown
Detria,girl,Greek
Riordan,boy,Irish
Alviss,boy,Norse
Berberya,girl,Latin
Ahuda,girl,Hebrew
Kornell,boy,Unknown
Delpha,girl,Greek
Marlenne,girl,British
Taneea,girl,Russian
Arava,girl,Hebrew
Tonina,girl,British
Lucifer,boy,Unknown
Kadija,girl,Arabic
Harpur,boy,British
Wynstelle,girl,Welsh
Antuan,boy,French
Linzey,girl,Unknown
Katheleen,girl,Unknown
Holli,girl,British
Gates,girl,Unknown
Sueanne,girl,Hebrew
Safa,boy,Unknown
Calinda,girl,Greek
Marlyssa,girl,Latin
Abdul Hamid,boy,Arabic
Rackel,girl,Unknown
Taheton,boy,Unknown
Llesenia,girl,Spanish
Camie,girl,Celtic
Dedalus,boy,Greek
Merah,girl,Hebrew
Vina,girl,Spanish
Amintah,girl,Greek
Oscar,boy,British
Soli,girl,Unknown
Ffiona,girl,Irish
Talassa,girl,Greek
Arleyne,girl,Irish
Esmiralda,girl,Spanish
Sofronja,girl,Greek
Santavana,girl,Unknown
Nannerl,girl,Unknown
Maisee,girl,British
Beecham,boy,French
Chipper,boy,British
Bozidar,boy,Czech
Spero,boy,Greek
Erasme,boy,Latin
Masilo,boy,Unknown
Zackerias,boy,Hebrew
Kendale,boy,British
Derward,boy,British
Hananiah,boy,Unknown
Cadogan,boy,Welsh
Ephriam,boy,Hebrew
Trudie,girl,German
Adelita,girl,Latin
Xanthus,boy,Greek
Meygan,girl,Unknown
Wisdom,girl,British
Mao,boy,Unknown
Ebert,boy,German
Damjan,boy,Unknown
Hitoshi,boy,Unknown
Rorric,boy,Irish
Marquitos,boy,Unknown
Tenny,boy,British
Susruta,boy,Unknown
Levell,boy,American
Anscomb,boy,British
Kadeem,boy,Arabic
Portland,boy,British
Card,boy,British
Garve,boy,Irish
Sharde,girl,Unknown
Macbride,boy,Irish
Cristofor,boy,Greek
Bromleigh,boy,British
Abbi,girl,Hebrew
Eddna,girl,Hebrew
Beverlea,boy,British
Sumner,boy,British
Horslea,boy,British
Nathanielle,girl,Hebrew
Pele,girl,Unknown
Shannah,girl,Hebrew
Zakariyyah,boy,Hebrew
Jery,girl,German
Bethanny,girl,Hebrew
Malkolm,boy,Scottish
Emilio,boy,Latin
Rafaelia,girl,Hebrew
Bellanca,girl,Italian
Dobrila,girl,Unknown
Stephaney,girl,Unknown
Keagen,boy,Irish
Hill,boy,British
Fusha,girl,Unknown
Chessie,girl,Slavic
Delmira,girl,German
Ghillie,boy,Irish
Hai,boy,Hebrew
Ribecca,girl,Hebrew
Leoncia,girl,Unknown
Jocelina,girl,German
Bernise,girl,Greek
Heriberto,boy,German
Benedick,boy,Latin
Fedelio,boy,Latin
Janick,girl,Unknown
Eudel,boy,British
Jacopo,boy,Italian
Vince,boy,Latin
Eilidh,girl,Scottish
Daffi,girl,Greek
Xavienna,girl,Basque
Lorene,girl,Latin
Teskia,girl,Greek
Armahni,boy,Persian
Lehanna,girl,Unknown
Suad,girl,Unknown
Alter,boy,Yiddish
Decia,girl,Latin
Delena,girl,French
Etcheberria,boy,Spanish
Cyrene,girl,Persian
Mandelson,boy,German
Geiliya,girl,Hebrew
Chlorinda,girl,Latin
Zacchaeus,boy,Hebrew
Chileogu,boy,African
Beryl,girl,Greek
Darleena,girl,British
Eyal,boy,Unknown
Beech,boy,British
Sonni,girl,British
Miran,girl,Latin
Silesta,girl,Latin
Jeric,boy,American
Rafelle,girl,Hebrew
Frania,girl,Latin
Maryellen,girl,Unknown
Halolani,girl,Unknown
Burke,boy,French
Kalana,girl,Hawaiian
Corydon,boy,Greek
Hobert,boy,American
Raynee,girl,Scandinavian
Kelvis,boy,Modern
Tymon,boy,Greek
Joesette,girl,Unknown
Morty,boy,French
Barren,boy,German
Anitra,girl,Scandinavian
Katriena,girl,Unknown
Etheldreda,girl,British
Thalia,girl,Greek
Constanta,girl,Latin
Vannessa,girl,Greek
Asencion,girl,Latin
Elwell,boy,British
Webbster,boy,British
Carmie,girl,Hebrew
Izabelle,girl,Hebrew
Macdougal,boy,Scottish
Doretha,girl,Greek
Venessia,girl,Unknown
Gaige,boy,French
Bahira,girl,Hebrew
Tristenna,girl,Unknown
Amie,girl,Latin
Dylyd,girl,Welsh
Chetwynn,boy,British
Argelia,girl,Latin
Parwiz,boy,Persian
Netael,boy,Unknown
Miodrag,boy,Unknown
Ilysse,girl,German
Yaqub,boy,Hebrew
Kevin,boy,Irish
Onslowe,boy,British
Dumas,boy,French
Lonza,boy,Spanish
Haze,girl,Unknown
Elthea,girl,Greek
Steinar,boy,Norse
Adalgisa,girl,German
Hallward,boy,British
DeMarquiss,boy,American
Renier,boy,German
Aju,girl,Ghanaian
Krisi,girl,Latin
Erene,girl,Greek
Dorseigh,girl,Unknown
Minuit,girl,French
Rickwerd,boy,British
Jethroe,boy,Hebrew
Dino,boy,Spanish
Alldine,girl,Latin
Ottavio,boy,Latin
Anneka,girl,Hebrew
Belynda,girl,German
Charalin,girl,French
Aodh,boy,Scottish
Israel,boy,Hebrew
Charls,boy,German
Heinie,boy,German
Trixy,girl,Latin
Aristio,boy,Spanish
Euodias,boy,Greek
Willett,boy,British
Kenyana,girl,Unknown
Parveen,girl,Unknown
Reena,girl,Latin
Chasta,girl,Latin
Taraea,girl,Unknown
Shey,girl,Unknown
Hako,boy,Scandinavian
Jacobi,boy,Hebrew
Audreana,girl,British
Maeja,girl,Unknown
Giraud,boy,German
Jacen,boy,Hebrew
Sabetha,girl,British
Shalev,girl,Unknown
Nailah,girl,Arabic
Harrella,girl,Hebrew
Janssen,boy,Scandinavian
Mariane,girl,French
Lion,boy,Latin
Nyles,boy,British
Vito,boy,Latin
Ghisele,girl,German
Michaele,girl,Unknown
Jaha,girl,Unknown
Billie-Sue,girl,British
Shem,boy,Hebrew
Jorjetta,girl,Latin
Radovan,boy,Unknown
Borys,boy,Slavic
Kymbrely,girl,British
Thonus,boy,Latin
Bettie,girl,British
Fathiyya,girl,Unknown
Morisa,girl,Spanish
Ardyce,girl,Scottish
Iriana,girl,Greek
Miquel,boy,Hebrew
Eljah,boy,Hebrew
Nadeer,boy,Arabic
Moyses,boy,Hebrew
Bridgid,girl,Gaelic
Shameer,boy,Hebrew
Aleecia,girl,German
Aethelwolf,boy,British
Delcina,girl,Latin
Gheorghe,boy,Greek
Donnel,boy,Scottish
Eskaminzim,boy,Unknown
Raynisha,girl,British
Benigno,boy,Latin
Alcinda,girl,Latin
Giustina,girl,Latin
Daira,girl,Spanish
Arpiar,boy,Unknown
Meda,girl,Greek
Tali,girl,Unknown
Geoffroy,boy,German
Tenicia,girl,Unknown
Bronwynn,girl,Welsh
Vynette,girl,Spanish
Jacomus,boy,Unknown
Jaynee,girl,Unknown
Slavenka,girl,Unknown
Xanthia,girl,Greek
Craiston,boy,Scottish
Dominga,girl,Latin
Jacqualyn,girl,French
Hoyce,boy,Norse
Jaquelyn,girl,French
Ashra,girl,Hebrew
Aegina,girl,Greek
Macadam,boy,Scottish
Landis,boy,British
Circe,girl,Latin
Lassarina,boy,Unknown
Abdul Rahman,boy,Arabic
Brenie,girl,Gaelic
Halvard,boy,Norse
Susie,girl,Hebrew
Nawal,girl,Unknown
Siria,girl,Spanish
Ashok,boy,Indian
Klotild,girl,Unknown
Gerardina,girl,British
Rupert,boy,Unknown
Kenisa,girl,Unknown
Said,boy,Arabic
Hallem,boy,British
Cockrill,boy,French
Zelleana,girl,Unknown
Tannie,boy,British
Fairbairn,boy,Scottish
Ruffus,boy,Latin
Mikkel,boy,Hebrew
Clarinda,girl,Latin
Nekoel,girl,Greek
Juano,boy,Unknown
Leen,girl,Unknown
Jamilee,girl,Unknown
Sigismond,boy,German
Lindseylee,girl,Unknown
Cezar,boy,Latin
Nechemya,boy,Hebrew
